time,ram_usage,cpu_usage
1636580014,699547648.0,0.855115
1636580082,719306752.0,0.944264
1636580150,740257792.0,0.93301
1636580222,759373824.0,0.820218
1636580269,782462976.0,0.911654
1636580352,804139008.0,0.851784
1636580441,827318272.0,0.980354
1636580529,852881408.0,0.920927
1636580583,874655744.0,0.97087
1636580681,902287360.0,0.90559
1636580786,930033664.0,0.880231
1636580962,982409216.0,0.962996
1636581152,1039503360.0,0.974472
1636729948,77746176.0,0.005439
1636729958,142446592.0,0.005439
1636729969,186458112.0,0.057025
1636729979,219820032.0,0.057025
1636729990,308817920.0,0.121859
1636730001,359063552.0,0.121859
1636730014,407564288.0,0.254618
1636730025,418385920.0,0.260728
1636730036,419557376.0,0.332649
1636730247,492351488.0,0.004925
1636730257,557195264.0,0.0
1636730268,591814656.0,0.0
1636730278,656691200.0,0.053265
1636730289,698241024.0,0.081958
1636730300,748433408.0,0.081958
1636730311,831381504.0,0.306171
1636730323,836165632.0,0.295171
1636730334,836165632.0,0.295171
1636730346,426864640.0,0.321365
1636730358,437243904.0,0.302413
1636730370,442044416.0,0.302413
1636730382,449056768.0,0.489358
1636730394,456003584.0,0.420106
1636730407,462061568.0,0.639154
1636730419,470548480.0,0.308838
1636730434,479657984.0,0.661438
1636730447,487751680.0,0.719216
1636730460,569876480.0,0.556198
1636730477,579821568.0,0.617123
1636730499,590696448.0,0.505214
1636730521,600788992.0,0.630222
1636730542,612478976.0,0.741443
1636730564,624115712.0,0.683492
1636730586,635645952.0,0.748488
1636730607,647229440.0,0.8431
1636730630,660688896.0,0.946567
1636730652,674873344.0,0.849378
1636730675,689561600.0,0.723851
1636730701,704430080.0,1.153578
1636730729,719749120.0,1.299474
1636730758,738541568.0,0.846444
1636730789,755097600.0,0.753793
1636730822,772083712.0,1.078329
1636730857,792461312.0,0.819984
1636730894,809615360.0,1.358302
1636730932,829034496.0,1.118343
1636730974,848891904.0,0.839191
1636731017,870842368.0,1.075654
1636731063,893358080.0,1.008432
1636731110,915644416.0,1.191096
1636731162,938586112.0,0.918992
1636731215,961359872.0,0.858284
1636731270,985518080.0,1.256305
1636731328,1010294784.0,1.341431
1636731389,1034936320.0,1.20118
1636731451,1061793792.0,0.956712
1636731517,1088569344.0,1.20318
1636731585,1116397568.0,1.228785
1636731657,1144758272.0,0.944812
1636731732,1173270528.0,1.085708
1636731810,1203683328.0,1.26656
1636732819,1527037952.0,0.047424
1636732829,1591603200.0,0.096175
