scenarioK_kul/antenna_0_features.csv.subcarrier_2_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_4_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_1_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_31_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_9_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_21_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_7_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_15_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_17_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_6_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_28_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_20_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_3_imaginary,scenarioK_kul/antenna_0_features.csv.subcarrier_11_imaginary,target_x,scenarioK_kul/antenna_0_features.csv.subcarrier_10_imaginary,scenarioK_kul/samples_base.csv.sample_key
0.50390625,0.484375,0.4921875,0.23046875,0.453125,0.32421875,0.4765625,0.40234375,0.375,0.48046875,0.25390625,0.33203125,0.50390625,0.42578125,732,0.453125,user_3_sample_100
0.50390625,0.484375,0.49609375,0.2265625,0.45703125,0.34375,0.46484375,0.41015625,0.38671875,0.4765625,0.26953125,0.36328125,0.49609375,0.44140625,732,0.45703125,user_3_sample_101
0.50390625,0.48046875,0.49609375,0.2421875,0.453125,0.34375,0.4765625,0.40234375,0.36328125,0.4765625,0.27734375,0.34765625,0.5078125,0.42578125,732,0.44921875,user_3_sample_102
0.4921875,0.50390625,0.50390625,0.23046875,0.453125,0.34765625,0.46875,0.390625,0.3828125,0.48046875,0.26953125,0.35546875,0.5078125,0.41796875,732,0.44921875,user_3_sample_103
0.484375,0.484375,0.50390625,0.25390625,0.453125,0.33203125,0.4765625,0.3984375,0.38671875,0.484375,0.28125,0.35546875,0.49609375,0.44921875,732,0.44921875,user_3_sample_104
0.51953125,0.484375,0.515625,0.2578125,0.45703125,0.3359375,0.484375,0.390625,0.37109375,0.48046875,0.26953125,0.34765625,0.50390625,0.41796875,732,0.44140625,user_3_sample_105
0.49609375,0.484375,0.50390625,0.23828125,0.44921875,0.32421875,0.46484375,0.38671875,0.37109375,0.48046875,0.2421875,0.33203125,0.484375,0.41796875,732,0.44921875,user_3_sample_106
0.50390625,0.484375,0.5078125,0.23046875,0.45703125,0.33203125,0.48046875,0.38671875,0.3828125,0.4921875,0.2890625,0.3359375,0.50390625,0.4296875,732,0.44921875,user_3_sample_107
0.4921875,0.484375,0.49609375,0.23828125,0.44140625,0.3203125,0.4765625,0.375,0.37109375,0.48046875,0.265625,0.3359375,0.50390625,0.4140625,732,0.4375,user_3_sample_108
0.49609375,0.484375,0.5078125,0.25,0.453125,0.3359375,0.46484375,0.3984375,0.38671875,0.484375,0.265625,0.3359375,0.4921875,0.4375,732,0.44921875,user_3_sample_109
0.50390625,0.49609375,0.50390625,0.2421875,0.453125,0.34765625,0.46875,0.3984375,0.37109375,0.48046875,0.27734375,0.35546875,0.5078125,0.4140625,732,0.453125,user_3_sample_110
0.4921875,0.4921875,0.50390625,0.2578125,0.46484375,0.3359375,0.4765625,0.3984375,0.375,0.48046875,0.265625,0.34765625,0.4921875,0.4375,732,0.45703125,user_3_sample_111
0.49609375,0.49609375,0.50390625,0.25,0.45703125,0.33203125,0.4765625,0.3984375,0.390625,0.4921875,0.2890625,0.34765625,0.5078125,0.42578125,732,0.453125,user_3_sample_112
0.49609375,0.484375,0.49609375,0.2265625,0.453125,0.3203125,0.4765625,0.390625,0.359375,0.48046875,0.25,0.3359375,0.4921875,0.4296875,732,0.4296875,user_3_sample_113
0.49609375,0.484375,0.50390625,0.2265625,0.45703125,0.33203125,0.4765625,0.3984375,0.3828125,0.48046875,0.27734375,0.33203125,0.4921875,0.4296875,732,0.44921875,user_3_sample_114
0.50390625,0.49609375,0.515625,0.25390625,0.46484375,0.33203125,0.4921875,0.390625,0.375,0.5078125,0.26953125,0.34765625,0.49609375,0.44140625,732,0.46484375,user_3_sample_115
0.4921875,0.49609375,0.48046875,0.23828125,0.45703125,0.33203125,0.46484375,0.3984375,0.375,0.4765625,0.2578125,0.3359375,0.484375,0.42578125,732,0.4375,user_3_sample_116
0.4921875,0.50390625,0.50390625,0.25,0.45703125,0.33203125,0.4765625,0.390625,0.359375,0.48046875,0.26953125,0.34765625,0.4921875,0.4375,732,0.44140625,user_3_sample_117
0.49609375,0.48046875,0.50390625,0.2421875,0.46484375,0.34765625,0.45703125,0.390625,0.375,0.48046875,0.28125,0.3359375,0.4921875,0.4296875,732,0.4296875,user_3_sample_118
0.50390625,0.484375,0.49609375,0.25,0.453125,0.32421875,0.46875,0.38671875,0.359375,0.48046875,0.265625,0.34375,0.484375,0.42578125,732,0.453125,user_3_sample_119
0.49609375,0.484375,0.50390625,0.2421875,0.45703125,0.3359375,0.46484375,0.3984375,0.375,0.4921875,0.265625,0.34375,0.50390625,0.41796875,732,0.453125,user_3_sample_120
0.4921875,0.4765625,0.49609375,0.2265625,0.4296875,0.33203125,0.4765625,0.38671875,0.36328125,0.48046875,0.2578125,0.32421875,0.484375,0.4375,732,0.453125,user_3_sample_121
0.4921875,0.4921875,0.49609375,0.25390625,0.44921875,0.33203125,0.46875,0.41015625,0.38671875,0.49609375,0.2578125,0.35546875,0.49609375,0.4375,732,0.453125,user_3_sample_122
0.5078125,0.484375,0.515625,0.25,0.45703125,0.34375,0.46875,0.4140625,0.3828125,0.4921875,0.26953125,0.36328125,0.49609375,0.4375,732,0.46875,user_3_sample_123
0.4921875,0.48046875,0.484375,0.23828125,0.45703125,0.3359375,0.46875,0.390625,0.3828125,0.46875,0.26953125,0.34765625,0.49609375,0.4296875,732,0.4296875,user_3_sample_124
0.4921875,0.484375,0.5078125,0.23828125,0.453125,0.34375,0.46484375,0.3984375,0.3828125,0.484375,0.265625,0.35546875,0.50390625,0.44140625,732,0.44921875,user_3_sample_125
0.484375,0.4765625,0.484375,0.2421875,0.4375,0.33203125,0.46484375,0.3984375,0.36328125,0.46484375,0.27734375,0.35546875,0.484375,0.4296875,732,0.4375,user_3_sample_126
0.49609375,0.49609375,0.50390625,0.25,0.45703125,0.34765625,0.484375,0.3984375,0.390625,0.4921875,0.2890625,0.34765625,0.4921875,0.44140625,732,0.453125,user_3_sample_127
0.515625,0.4921875,0.5078125,0.265625,0.45703125,0.3359375,0.4765625,0.3984375,0.375,0.48046875,0.27734375,0.37109375,0.4921875,0.4375,732,0.45703125,user_3_sample_128
0.49609375,0.4765625,0.484375,0.25,0.4296875,0.33203125,0.45703125,0.38671875,0.3828125,0.48046875,0.26953125,0.33203125,0.4921875,0.42578125,732,0.44140625,user_3_sample_129
0.4921875,0.484375,0.5078125,0.25390625,0.453125,0.3203125,0.48046875,0.41015625,0.37109375,0.484375,0.27734375,0.359375,0.49609375,0.4296875,732,0.45703125,user_3_sample_130
0.49609375,0.484375,0.5078125,0.25390625,0.453125,0.34375,0.484375,0.3984375,0.3828125,0.48046875,0.28125,0.359375,0.515625,0.4296875,732,0.453125,user_3_sample_131
0.49609375,0.4921875,0.50390625,0.2578125,0.45703125,0.34375,0.46875,0.4140625,0.375,0.484375,0.296875,0.36328125,0.49609375,0.4296875,732,0.44921875,user_3_sample_132
0.49609375,0.484375,0.50390625,0.21484375,0.45703125,0.33203125,0.4765625,0.375,0.375,0.4765625,0.265625,0.34375,0.48046875,0.42578125,732,0.44140625,user_3_sample_133
0.50390625,0.4921875,0.4921875,0.23828125,0.44921875,0.34375,0.46875,0.4140625,0.390625,0.49609375,0.265625,0.34375,0.5078125,0.42578125,732,0.45703125,user_3_sample_134
0.50390625,0.48046875,0.5078125,0.2578125,0.46875,0.35546875,0.4921875,0.40234375,0.3984375,0.48046875,0.26953125,0.37109375,0.50390625,0.44140625,732,0.453125,user_3_sample_135
